ID,Description
CVE-2017-5082,insufficient hardening credit card editor flag secure used within chrome android putting prefilled credit card numbers would allow another application device see screen capture numbers comparison android pay android wallet use flag secure credit card entry
CVE-2013-0895,google chrome linux mac os x properly handle file paths copy operations copydirectory method copy operation properly strip trailing separators creating target path which makes possible remote attacker execute arbitrary code path traversal primary culprit vulnerability copy paste styled implementation file paths first iteration copydirectory method posix operating systems input checking path assumed malicious file path would used interesting gap VERVER years first implementation copydirectory method vulnerability vulnerability fixed series edits made problematic lines code google employees one which addressed may problem path implementation leading characters scratched surface greater problem fix ended utilized generic appendrelativepath function could utilized operating systems worked sanitize validate file path inputs constructing file path copydirectory function
CVE-2015-1297,webrequest api properly consider request source accepting request allows bypassing access restrictions introduced bug fix VERVER years prior fixing similar bug permissions bug introduced
CVE-2016-1682,checks verify content security policy csp request missing function registers service workers allowed attackers bypass csp register service workers even able seems though developer think check csp registering service workers fix simply adding statement registration check csp mistake made original developer forgetting make check
CVE-2017-5133,embargoed bounds write skia
CVE-2015-1257,graphics module used chromium engine contained bug fecolormatrix cpp file caused lack check amount values matrix passed createcolorfilter method specifically method passed empty vector object would cause crash bug proven least cause denial service also potential worse impact crafted document ultimately led bug assumptions made design stages developers put less trust surrounding code could avoided vulnerability together
CVE-2015-1267,scripts pass objects api chief context meaning cross origin scripting possible therefore information one system passed another considered another system mistake chiefly design architecture domain developers failed recognized context needed validated mitigation accordance cwe recommendations which involved obtaining origin request passing global instance additional mitigation could whitelisting trusted applications using manifest xml however chrome intention limit others applications plenty plug ins apis necessary assume risk order reach broader audience
CVE-2016-1700,creation array views extension nothing prevents setters destroying view one array indeces which triggers unexpected behavior said destroyed view attempted accessed parts extension browser vulnerability simple coding mistake take account deletion single member array affects access data within said array fix takes account runs checks validate integrity data stored
CVE-2011-2332,universal cross site scripting exploit possible abusing window execscript
CVE-2017-5072,address spoofing omnibox url bar reliable security indicator browsers reliable security indicator could controlled attacker could carry adverse affects instance potentially tricking users supplying sensitive information malicious website due fact could easily lead users believe visiting legitimate website address bar points correct website
CVE-2015-1237,google chrome susceptible use free vulnerability pointer used freed accessing pointer freed cause unintended behavior like program crash unexpected runtime values change program execution attacker could exploit vulnerability specially crafted website cause renderer crashes arbitrary code executions vulnerability resultant coding mistake vulnerability required two sloc change which indicative vulnerability sourced oversight author fix required following mitre recommended mitigation which set pointer null freeing
CVE-2011-3022,javascript used chrome translate web pages downloaded http script executed context web page translated translate translate manager cc google chrome VERVER 19 x VERVER uses http session exchange data translation which allows remote attackers obtain sensitive information sniffing network small coding mistake made page url could contain javasript could potentially executed general important sanitize urls whenever obtained regardless providing urls still could contain malicious content
CVE-2017-15408,embargoed heap buffer overflow pdfium
CVE-2012-5154,integer overflow web browser could allow attackers cause denial service attack could also allow impacts vectors related allocation shared memory requirements use buffer laid completely programmer may known check size upon implementation phase programmer however could possibly forgotten check buffer size which coding mistake
CVE-2016-7549,reciever ipc message never validated meaning messages could sent null invalid dead processes created opportunity denial service attacks well opening arbitrary code execution vulnerability stemmed design flaw assumed object state reason design flaw summed comment one developers see frame destroyed sent message thought never happen type assuming lead oversights design flaws one mitigation cwe use static analysis tools check unreleased resources sums fix introduced vulnerability checking state object instead assuming
CVE-2011-2782,drag drop implementation google chrome linux properly enforce permissions files allows attackers create file link website e x href file etc passwd user drags link onto something like file upload upload file users device vulnerability clearly design flaw developers conversation bug clearly anticipate drag drop working properly url linking file dragged opposed file
CVE-2011-3026,function called expand size png within google chrome value associated size png large requested meaning size limitation reason arbitrarily large process inflating compressed image holds need throw away chunks data decompressed output arguement VERVER due vulnerability malicious users exploit create value data expanded greater type value png size hold causing overflow obviously leads memory allocation issues heap buffer overflow possible entry point malicious attackers implement dos possibly unspecified impact tampering integers via truncation overlooking input due face value input image opposed data taken strings characters fairly complex vulnerability even catch relatively simple fix
CVE-2017-5115,embargoed type confusion v8
CVE-2017-5065,incorrect ui blink form input validation bubble go away page reload
CVE-2016-5150,properties variable attributes object like color property bird properties also inherented perent class example bird inheret properties animal parent class key paths way storing uninvoked references properties means refer property rather property value vulnerability google javascript engine v8 api implementation written c getters using key paths restricted inherited properties allowing getters prototypes executed created use free vulnerability use free specifically refers attempt access memory freed which cause program crash best case worst case since vulnerability javascript feature attackers could execute arbitrary code even enable full remote code execution capabilities bug report available clear whether known issue library specific v8 implementation latter mistake causing vulnerability improper implementation 3rd party library indexeddb google developers failed restrict certain key path evaluations specically getter calls made prototypes hand library unknowingly contained bug indexeddb would fault testing edge cases came library security
CVE-2017-15418,embargoed use uninitialized value skia
CVE-2016-5127,vulnerability allowed remote attackers attack google chrome version VERVER released remote attackers cause denial service possibly problems specified attacks done using javascript code code involves import rule css token sequence along rel import attribute link element means attacker able attack html file user trying import file seems similar cross site scripting xss vulnerability discussed class vulnerability caused due lack design developers design updating layout tree appropriately cwe 416 use free weakness someone references memory freed causing program crash presumably pending files free memory scenario mitigation set free pointers null freeing pointer situation main fix making intial check previouslineposition use dangling rootinlinebox ensures memory longer free vulnerable developers seem done fairly good job patching issue quickly effectively
CVE-2017-5121,embargoed bounds access v8
CVE-2016-1660,problem library attackers could cause dos attack input would cause overflow error crash service function would try assert index specified actually within bounds array however fix assert would throw error index range would throw error debug mode fix caused error thrown debug production mode believe real vulnerability led mistake chromium side fact trusted outside source library secure even though outside library well established believe chromium team looked source adding project however size webkit repo know likely impossible look everything
CVE-2013-2916,blink used google chrome VERVER allows remote attackers spoof address bar via vectors involving response VERVER aka content status code conjunction delay notifying user attempted spoof
CVE-2017-15428,embargoed bounds read v8
CVE-2011-3965,google chrome crashed program internally called function function tries access data null variable allows remote attackers cause denial service application crash general null pointer deference problem occur application deferences pointer expecting valid null causes program crash exit null pointer dereference one commonly seen vulnerabilities important validate data received outside module acting upon sanity checking using could nearly prevent null pointer dereference problems however impossible sanity check data times thus writing strong unit tests check scenarios whenever possible could go long way
CVE-2013-0889,chromium browsers properly check users performed gesture required downloading file made possible remote hackers run arbitrary code crafted file simple mistake looks like developer missed input validation fix add one check input make sure request download one came user remote hackers
CVE-2013-2904,use free vulnerability google chrome VERVER allows remote attackers cause denial service attack
CVE-2011-0477,google chrome VERVER chrome os VERVER properly handle mismatch video frame sizes which allows remote attackers cause denial service incorrect memory access possibly unspecified impact via unknown vectors attacker could provide webm video decoded via ffmpeg would cause segmentation fault causing chromium cease running seems instance decode engine would uninitialized circumstances possibly leading mismatch frame sizes fix seems always uninitialize decode engine
CVE-2017-5037,multiple bounds writes chunkdemuxer
CVE-2011-3094,input validation vulnerability properly handle tibetan text thus bounds read could occur tibetan handling tibetan letter followed tibetan cantillation sign global buffer overflow would reported vulnerability located method called tibetan form vulnerability could exploited remote attackers could execute arbitrary code system cause denial service via bounds read use unspecified vectors accomplish persuading victim visit specially crafted web site javascript program using chromium VERVER could exploit vulnerability trigger bounds read order execute arbitrary code system mistake allowed bounds error variable c which which represents tibetan unicode char hex value used find index involvement math allowed either less equal 0x0fc0 which turn allowed bounds error occur appeared oversight boundary cases addressed thus limited incorrectly
CVE-2017-5106,url spoofing omnibox similar cve 2017 5105 spoofing occurs inserting cyrillic characters url
CVE-2013-2900,windows version properly handle components path name containing VERVER dot white space characters remote hackers utilize directory traversal crafted directory name main take away cve investigations need done changing security case additional secuirty check put place handfull different files solved vulnerability would argue lack organization path traversal mitigations which may caused issue overlooked believe vulnerability caused lack proper design case many different files logic handling file paths securely cases missed sanitation logic split many different files makes harder track sanitized properly
CVE-2015-1236,process function web audio api function allowing attackers access sensitive audio sample values offline website containing offline media element seemed coding maintainability mistake could mitigated vulnerability difficult one discover would required extensive testing components system impractical would require lot resources know exactly looking one thing could looked since audio object handling sensitive data subsystem handles object focus unit testing common practice evauluate areas assets accessed vulnerability perfect example mistake trusting api secure web audio api responsible hosting vulnerability would google responsibility evaluate api implementation involved handling sensitive data
CVE-2014-1718,integer overflow possible finding area frame swap could happen height width frame set large enough value formula multiplies values VERVER check size resulting integer thiss could allow web application potentially escape memory space allocating large amount renderer memory overwriting controling memory space applications running within chrome sandbox escape also allows denial service attack forcing crashes issue seems come coding mistake appears variables leading section code properly checked avoid integer overflow calculation done variables considered
CVE-2016-1617,feature webkit tool implemented blink function called cspsource schemematches issue http policies regarding security site applied https secure http well web services web service security policies https lowers level difficulty remote attackers learn whether specific header files hsts website visited terms csp report terribly dangerous vulnerability still detail accounted prevent malicious attackers exploiting user information n
CVE-2017-5124,embargoed uxss mhtml
CVE-2016-1655,VERVER denial service use free vulnerability exists google chrome crafted extension used create infinite amount new hidden windows observer tied deleted frame removal mainly design mistake slight requirements mistake design mistake using observables able cancelled never explicitlly stated however believe ability easily cancel available developer would thought protect vulnerability requirements mistake specifically stated test however requirements mistake within reason beacuse exploit extremely well crafted required many layers exploitation reasonable plan exact vulnerability beforehand believe fix correct balance invasive well thought designed
CVE-2011-1809,accessibility ui attempts use memory freed allows exploitable memory corruption denial service impact via unknown attack vectors vulnerability looks result design oversight combined coding mistake introduction part large change almost VERVER lines another issue bug missed ultimately found day later fuzzer
CVE-2013-2873,loading error VERVER page vulnerability webkit which object called weburlloader used deleted weburlloader originally released received inter process communication page finished loading subresources VERVER page transitioned finished state may signaled error resulted message nested message loop subresource already finished weburlloader freed use free crash occurred subresource attempted proccess body received nested message loop fix vulnerability simple enough adding protective pointer main mistake developers failure reinstate reverted test would caught vulnerability months earlier unclear test reverted never reexamined comments thread reverting commit stop days likely team busy pressing matters simply forgot test since fix bug landed fine process mistake possibly due miscommunication emergence higher priority bugs
CVE-2016-1613,referencing memory freed lead variety behaviors including crashing corrupting data specific cve due improper handling tracking VERVER objects destruction objects memory accessed cause use free vulnerabilities found allow remote attackers cause denial service availability attack well potential unspecified impact implementation design mistake since working memory management writing code begin handle proper accessing objects create destroyed first cve seen done makes wonder use free vulnerabilities commonly thought coding plan security procedures
CVE-2017-5084,local access local files via dbus
CVE-2016-5163,english many languages processed left right ltr languages like arabic hebrew processed right left rtl unicode supports characters classifications strings made ltr rtl characters must displayed specific order using bidirectional text bidi algorithm vulnerability chrome android user entered url address bar first strong character character clear direction either ltr rtl usually alphabetic character url rtl attacker could construct url displayed reverse introducing address bar spoofing constructing urls appear visiting one domain actually visiting malicious site example url 127 0 0 1 http example com first strong character ltr character causes neutral characters numbers punctuation preceding take rtl direction http example com remains ltr result url displayed http example com 127 0 0 1 ltr segment appearing rtl segment displayed url example address bar spoofing leads user believe visiting example com actually navigating localhost vulnerability found omnibox which responsible things like url auto complete instant search search suggestions nearly impossible find source vulnerability introduction urlbar suggestionview omnibox code repo buried deep within 1000 file commit may contributed vulnerability developers consider breaking future refactoring efforts across multiple smaller commits improve traceability team clearly considered issues bidirectional text code vulnerability seems slipped therefore would classify coding mistake support bidi seems already part requirements design fix seems proper developer specifically chose force ltr solution order align behavior similar modules system
CVE-2011-3953,user performed paste operation attacker could use malicious code webpage could start loop would continiuously monitor user clipboard could allow attackers steal password information sensitive data clipboard primary mistake simply oversight implementation product none developers thought attack possible issue years introduced therefore directly mitigated quite time developers good job design product applying defense depth area users least notified something wrong could possibly gone simply notifying users likely design tradeoff developers knew going allowing sites remain infinite javascript loops order prevent total crash mitigation cwe states priveleges extended complete exact task hand fix issue follow exactly access clipboard terminated directly paste complete terminated contents clipboard changed however seem direct negative security implications fix since site still restricted see clipboard contents already read paste operation still thought could put fix order sure attacker exploit method stealing clipboard data using permissions given
CVE-2014-1740,vulnerability example trying use memory discarded could lead crash chrome thus giving denial service attack potentially others issues exploit affected ninety three versions chrome discovered google addresssanitizer able find issue detect leak vulnerability fixed tests never added due code depended ready merged error found lack testing test case seemed fairly obscure case easily see team missing evidence obscure edge case supported code remaining unchanged VERVER years area indeed unit tested lack testing per say found cursory internet search lead find script reporter used likely created script looking specific case made script afterwards confirm
CVE-2015-6757,trying access data serviceworker freed creating denial service vulnerability c data freed use complete save memory allow unused data picked garbage collector data struct pointer freed longer able acces block data creating seg fault crashing system many cases also freeing data use complete system denied service unable access serviceworker serviceworker freed early callback function thus creating use free vulnerability mistake made basic c coding mistake which freeing data trying access freed data longer exists far mitigation using data aftering freeing goes fix looks proper data freed done used
CVE-2017-5046,information disclosure blink
CVE-2017-5092,use free ppapi sandbox process sends ipc message browser browser unable verify authenticity results browser reading uninitialized memory heap crashing
CVE-2015-1255,chromium blink rendering engine used almost one one relationship browser tab instance takes responsibility rendering content browser tab case vulenrability blink trying use particular object instance stop playback music content browser tab process instance destroyed use free vulnerability webaudio implementation chromium allowed remote attackers cause denial service possibly unspecified impacts fix adds empty destructor call newly introduced function which removes instance particular pointer blink renderer engine instance used later blink even though initially vcc destructor empty c time destruction still destroy member variables class which caused use free issue addressed appears mistake design approach since instance webaudiocapturersource could shorter life blink considered things need done time destruction case fix adding destructor webaudiocapturersource remove pointer blink solution
CVE-2014-1743,attackers could cause application crash exploiting use free vulnerabilty blink use free vulnerabilty use previously freed memory creates unexpected behavior code vulnerability exists seemed changing multiple began pushing commits use free operation code seemed introduced miscommunication one user removed check another user added feature without said check
CVE-2017-5042,incorrect handling cookies cast user starts browser immediately sends udp multicast ssdp request 239 255 255 250 1900 purpose request gather info local network devices chrome could later use screen casting problem effect functionality browser asks network suggest set urls run http get requests startup runs requests without user interaction awareness
CVE-2014-3198,scrolling using arrow keys subsystem pdfium check first visible page case yet visible page check return 1 check scenario which caused attempt index 1 resulting buffer overflow app would crash causing denial service buffer overflow also exposes app potential data corruption malicious code execution vulnerability caused simply overlooking case visible page 1 returned which causes logic try index 1 fuzzer found issue simple fix interestingly case returning 1 visible page checked file entire file checked first visible page VERVER times first VERVER occasions check see 1 returned third time due fact vcc added lot functionality leads beleive thouroughly check commit happened consider edge case third scenario unit testing notice simple mistake fuzzer found able add checks 1
CVE-2017-15397,embargoed use plaintext network protocols chromevox
CVE-2017-5059,type confusion blink
CVE-2013-2855,vulnerability google chrome developer tools api chrome inspector which lets user view html page way user set setter get access object called injectedscripthost implementation which done c class methods elevated privileges common user which could accessed could result crash best integrity violation worse way could exploited would attacker found vulnerability used purposely crash site could prevent people accessing site also known denial service vulnerability oversight programmer intended class used inspector think consequences user able access object also javascript code sanitized console which made vulnerability possible surprisingly fix simply use methods object elevated privileges unless specifically inspector get root problem console let user set setter javascript which made object vulnerable first place believe sanitizing console input could improve fix
CVE-2017-5080,use free credit card autofill duplicate instances savecardbubble fail get cleaned
CVE-2010-4485,VERVER google chrome vulnerability allows attacker create infinite amount file dialogs crash browser consuming available memory vulnerability proven present crafted extension coding design mistakes led vulnerability started design mistakes refactor untrusted code handled turned coding mistakes refactoring exposed function content scripts directly executed windows visible allowing attacker create new invisible windows open file chooser dialogs believe fix correct balance invasive well thought
CVE-2017-5114,embargoed memory lifecycle issue pdfium
CVE-2015-1222,use free vulnerability present check null unexpected input causing program delete space memory try delete space left door open denial service errors impacts attacker would enter null value object unexpected input believe coding mistake caused vulnerability think programmer would validated input put checks place vulnerability never would come think fix put place good mitigation problem context null system would try delete start null space memory causing use free problems resulting denial service implementing null check makes sure freeing trying delete null space check memory address null try free delete
CVE-2017-5081,extension verification bypass approach bypass extension content verification mechanism chromium based browsers approach used malware adware writers malicious extensions droppers which use mechanism itw nutshell bug lack verification extensions locale folder possible create extension which consists content script example script located locales folder
CVE-2014-1719,vulnerability found allowed already used memory used web workers api implementation vulnerability allowed remote attackers cause attacks could bring system well possibly inputs trigger termination shared web workers script loading mistake came coding flaw caused would denial service attack well potential errors could avoided knowing function properly placed moving position one lines code made fix may potential vulnerability fixed design phase module code review seemed like discussion sparked regarding correct placement line discussion brought implementation implications placement line code known could mitigated
CVE-2013-6655,vulnerability heap previously freed would attempt get accessed scripts running pages loaded limited knowlege area sounds like really design mistake sounds like scripts run layout devs thought needed order maintain performance however scripts causing bugs security risks place actually executed testing research done ahead time designing bugs would never happened end devs ended changing certain events fired fix bugs risks
CVE-2011-3079,inter process communication implementation correctly validate messages allowing attack vectors possible create fake listener process proper permissions connect pipe started browser process cause privledge escalation mistake trusting pipe input given process assigning random id process adding system trusting default fix worked giving specific id could controlled properly introduced child process hosts refactored interface content public rather inheritance
CVE-2017-15411,embargoed use free pdfium
CVE-2017-5071,bounds read v8
CVE-2017-15422,embargoed integer overflow icu
CVE-2014-1701,cross site scripting xss vulnerability located generatefunction function path bindings scripts code generator v8 pm blink existed aforementioned function implement specific cross origin restriction eventtarget dispatchevent function events processing component able properly filter user input html code displaying input way vulnerability exploited remote attacker trigger universal xss uxss attacks via vectors involving events essentially force execution arbitrary scripting code target user browser within context different domain affected iframes permitted page arbitrary site retrieve document element target page long following conditions concerning target page met 1 may imbedded iframe 2 handler window event 3 gets sets property event jquery listener 4 returns dom node handler mistake seemed stem lack proper security checks place stated previously description events processing component able properly filter user input html code displaying input
CVE-2015-1282,chromium pdf handled open sourced library called pdfium pdfium developed along chromium however library remained closed source VERVER vulnerability discovered VERVER adobe creators pdf standards includes javascript api allow pdf embed execute javascript code order enhance pdf functionality ex pdf include buttons typically written javascript code vulnerability allows crafted pdf term taken chromium bug report contains specific javascript code crash browser javascript code cause delay dofielddelay functions document cpp call free twice vulnerability caused javascript causing pdfium pdf engine enter method multiple times causing document level field level javascript interact using field delay property would free previously freed pointer results denial service attack since chromium defaults crashing detects use free bug mistake design mistake coding mistake one thing developers well followed fail securely principal freeing pointer twice could cause undeterministic outcomes result best terminate error occurs however people consider vulnerability fix good coding practice also something exploited malicious purposes case scenario knowing foolproof mechanism crash browser lead malicious pdf could simply invoke failsafe writing pdf forced browser free pointer twice intentionally crashing one potential solution could considered forbid javascript pdf entirely js pdf enormous security risk debate whether benefit javascript api worth security headaches mitigation restrict js api acrobat api prevent attacks much possible difficulty approach need maintain security reducing api much longer useful users
CVE-2017-5058,heap use free print preview
CVE-2010-2108,vulnerability allows remote attackers bypass whitelist acceptable plugins whitelist part host based settings whitelist works intended navigating webpages host issue new tab first created host thus plugin whitelist applied fix vulnerability new windows inherit host based settings parent think mistakes went creation vulnerability first believe may miscommunication within team reading thread detailing vulnerability seemed disagreement whether ui decision possible vulnerability first introduced programmer considered ui design decision also lead mistake requirements possible default blocking plugins requirement also could result programmer understanding system whole programmer completely understand creation new window works vulnerability would gone unnoticed going forward vulnerabilities like avoided couple steps first teammates always need page comes requirements next something unclear requirements developers review team finally developers also make sure understand system working completely making changes
CVE-2014-1726,file drag drop feature could exploited user performing drag drop action file containing malicious code would allow attacker bypass origin policy forge local pathnames html files loaded file urls able read local files chromium would automatically grant target drop action read acess file vulnerability seems caused design mistakes incorrect uses methods addition number missing handlers fix seems address issues related matching cwe entry
CVE-2017-5116,embargoed type confusion v8
CVE-2017-5108,type confusion pdfium
CVE-2017-15413,embargoed type confusion webassembly
CVE-2011-2835,cache race condition used x507 certificate difficult problem would probably need significant changes one already existing apis use believe main mistake improper knowledge systems using raw certificate caused race conditions end easily mitigated use os specific wrappers around certificates obvious solution elegant one
CVE-2017-5126,embargoed use free pdfium
CVE-2016-5139,heap buffer overflow vulnerability present jpeg2000 vulnerability memory dynamically allocated used passed bounds simple mistake buffer sizes calculated correctly pdfium
CVE-2014-1732,original design speech recognition bubble view google chrome fault slower computer could delete view web page critical items could deleted first causing denial service occur coding mistake design mistake speech file could attempted played yet caused denial service right conditions legacy issue specifically slow older window xp showed mistake design error ensuring order closing tasks took priority fix looks proper implements correct design pattern job however since unit tests push limits code physical test could created see issue resolved specific situation opposed trying solve future issues hand
CVE-2017-5125,embargoed heap overflow skia
CVE-2017-5070,type confusion VERVER problem related crankshaft jit
CVE-2015-1277,remote attackers cause denial service data checked validity attacker user open specially crafted page memory resources user computer could exhausted data tree gets serialized nodes checked validity serialized code developed way tree nodes could point freed memory
CVE-2017-15417,embargoed cross origin information disclosure skia
CVE-2016-1673,navigating new document empty document using google blink engine engine loaded request without checking whether navigation allowed due possible execute xss attack via request bypassing browser protections vulnerability introduced method containing anything would allow code adhere origin policy area took time parts system adhere policy would surprised related uxss cves surrounding code area especially second navigate method ultimately appears vulnerability persisted due series oversights developers vcc understand risk validating request loading subsequent developer made error making second navigate method right first vulnerability passed twice code reviews first unrelated code review accidentally reverted code second code review merely sought restore reverted code adding additional parameters method user gesture support vulnerability remained untouched successive failures recognize vulnerability allowed critical universal cross site scripting vulnerability continue exist almost VERVER years surprises commit making changes adhere origin policy second navigate method overlooked occurrence four lines perhaps lasted long developers laser focused tasks set accomplish would credit task related tunnel vision maintenance vulnerability time
CVE-2017-15404,symlink traversal crash reporter crash handler non chrome processes copies files tmp crash reporter crashed pid root
CVE-2017-15392,embargoed incorrect registry key handling platformintegration
CVE-2017-5099,bounds write ppapi sandbox process fails verify authenticity message fake data inserted resulting elevation privilege
CVE-2016-1679,tov8value function unneccessary calls setter functions may crash google chrome web browser due lack necessary restrictions getter setter functions tov8value function tov8value never call setter functions behavior unneccessary execute intended purpose flaw manipulated trigger use free crash google chrome denial service design coding mistake made section code setter introduced area need reason which lead denial service crashing site
CVE-2011-3083,vulnerability allowed remote attackers intentionally cause application crash means specialized web page attacker placed ftp url src attribute html video tag browser crash would inevitably result user visited web page loaded video caused failure properly create ftptransaction objects media delivered ftp ftptransaction object handles ftp transactions web page client majority non media content delivered ftp used ftptransactionfactory object create transactions media content like videos delivered ftp use ftptransactionfactory which resulted null pointer dereference subsequent application crash used original reporter noticed issue ftp url within video tag application would similarly crashed user placed ftp url ending media file format avi mp3 etc chrome address bar hit enter also case malformed ftp urls file extension simple coding mistake seems cause vulnerability throughout file many lines code which main media context variables modified together one example function set http transaction factory called main media context variables however seems developer writing code call function set ftp transaction factory accidentally forgot media context variable set ftp transaction factory main context variable led ftptransaction objects created media ftp might prevented developer careful creating file practiced pair programming code undergone thorough code review released
CVE-2017-15409,embargoed bounds write skia
CVE-2017-5064,use free blink certain conditions setting z index animated node animation webkit animation removing node dom end animation cause crash
CVE-2015-1285,brute forcing xss injections secret values contained scripts site guessed xss filter trigger value guessed correctly site must provide x xss protection mode block header attacker knows blocked rudimentary understanding seems notification something triggers xss filter additionally developers allowed issue sit around years without really addressing source problem long run probably cost time resources addressing core issue xss filter
CVE-2010-4494,double free vulnerability libxml2 VERVER version used gogole chrome VERVER vulnerability allows one pop xpath object stack since object null popped double free vulnerability common memory corruption error developers free memory location twice calling free allocated memory vulnerability may allows remote attackers cause denial service possibly unspecified impact relate xpath case double free vulnerability common memory corruption error developers write proper check case free memory case seems like developer simply forgot aware also hard catch chromium code base incredibly large easily combed believe vulnerability fixed correctly understood complete problem fixed properly
CVE-2016-1710,architectural problem existed way chromium deferred loading pages problem involved pages created frames pages deferred also deferred made possible attacker craft transfer frame across deferral boundary different pages essentially allowing inject malicious code across origins sources data violates origin policy design mistake simply oversight developers consider attacker could take advantage way deferred page loads consider consequences someone potentially bypassing page deferral code kind mistake really takes high level thinking outside norms catch however prudent validating origins data loaded pages could mitigated vulnerability without knowing even present begin
CVE-2013-6636,versions google chrome VERVER made incorrect check empty document presentation modal dialog which allows remote attackers spoof address bar via vectors involving document write method vectors involved calling document write window opened window open chrome correctly setting url omnibox navigation search bar error malicious websites could create windows spoofed urls omnibox leading users believe information given trusted destination even securely transmitted mistakes made coding mistakes author think every situation code could exploited specficly realize effects unnecessary environment checks bugfix specfic issue involved removing single line limited functionality notifyifinitialdocumentaccessed operate statemachine isdisplayinginitialemptydocument returned truthy value allowed vulnerability url omnibox properly updated document write function used hence allowing users spoof address omnibox perfect setup phishing schemes
CVE-2017-15429,embargoed uxss v8
CVE-2017-15427,embargoed insufficient blocking javascript omnibox
CVE-2011-0470,issue reported oct VERVER VERVER chromium user eroman fixed user johnnyg dec VERVER VERVER chromium notifications subsystem google chrome properly handle extensions notifications thus allowing remote attackers cause application crash denial service use unspecified vectors vulnerability result chrome properly handling extensions notification allowing remote attackers cause system crash root problem could found notifications subsystem generally something open code finish using important properly collect close anything left issue occured notification balloons properly collected attempting close led race condition happened shut browser would stop rendering force windows close code notifications subsystem would detect renderer shut well attempt close window second time fix introduced properly collecting notification balloons shut closing first way nothing left try close window second time window already shuts looks like proper fix addresses issue multiple points system
CVE-2013-2861,part chromium image rendering system allows attackers cause memory reference already freed memory could cause memory corruption crashes allowing attacker make resources unavailable mistake appears coding mistake original author failed check view already freed using fix process appeared lot miscommunication regarding reproduce issue impact quite late fix still confusion vulnerability actually impacted system
CVE-2017-5029,integer overflow libxslt xslt file which generates big text nodes possible trigger integer overflow xsltaddtextstring transform c libxslt library function handles memory management new data added text node vulnerability exists check overflow calculating new size buffer hold data text node issue exploited trigger bounds write
CVE-2017-5055,use free printing cross process navigation occurs onunload event iframe calls print printpreviewhandler handlegetpreview called manipulates freed memory printpreviewdone got called multiple times failed internal state dcheck mistakes found team created unit tests fix
CVE-2017-5052,bad cast blink
CVE-2010-1502,attackers able traverse local google files using vectors related developer tools chromium browser major coding mistake two years chromium sanitize url input allowing attackers access local files vulnerability introduced initial commit unnoticed developers eventually exploited two google employees asked review code security vulnerabilities came across ran problems fixing since function could changed without updating system resulting messy solution unit tests check vulnerability prior fix prompting developers add future updates security issues
CVE-2014-7926,regular expressions package issue handling empty responses zero length quantifiers allowing remote attackers cause denial service memory corruption well possible unforseen impacts coding mistake identified tracking process especially various operations happening case check put place ensure variables correct state prior operation caused information lost peculiar things started happen
CVE-2017-5131,embargoed bounds write skia
CVE-2013-6666,pepperflashrendererhost onnavigate function verify sanitize headers which cause cross site request forgery allowing remote attackers bypass verification standards attackers get around intended cross origin resource sharing restrictions using custom unexpected header request vulnerability likely caused archetectural design mistake content within headers post request always verified well sanitized prevent mitigate csrf which seem done scenario
CVE-2016-1644,blink layouter heap memory used freed could result arbitrary code execution data corruption mistake made ended resulting misunderstanding code work particular case one point variable supposed false however code removed verified miscommunication requirements later clarified fixing vulnerability
CVE-2017-5103,uninitialized use skia uninitialized value created allocation src stack frame readbuffer function
CVE-2011-3884,timing issues dom traversal cause denial service attacks remote vector issues possible unknown issuess crafted document dom stands document object model tree like structure used represent html webpage dom traversal runs 50ms pausing allow webkkit thread run frame removed traversal resumes attempt access deleted webframe fix ensure webdocument null interesting note vulnerabilities client side phishing detection model developers consider consequences adding time appears attempting make process quicker since even reduced limit one time managing resources important part security since allways sure resource object available check edge cases attempt prevent possibility freed resources accessed
